transfer_reference,sender_id,receiver_id,value,ccy,state,transfer_type,purpose_code,created_at
TRF-50895,CUST-1050,EXT-IBAN-767,25213.91,AED,SUCCESS,IBAN,RENT,2026-06-16 08:42:21
TRF-50896,CUST-1013,CUST-1161,128.29,AED,SUCCESS,P2P,PROPERTY,2026-06-05 18:51:21
TRF-50897,CUST-1097,CUST-1076,21362.4,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-13 23:55:21
TRF-50898,CUST-1297,CUST-1209,-1,AED,WEIRD,P2P,PROPERTY,2026-06-04 03:35:21
TRF-50899,CUST-1114,CUST-1095,29990.36,AED,SUCCESS,P2P,SALARY,2026-06-13 05:52:21
TRF-50900,CUST-1081,EXT-IBAN-300,9441.18,AED,INITIATED,IBAN,SALARY,2026-06-10 07:30:21
TRF-50901,CUST-1230,CUST-1145,17847.35,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-16 06:56:21
TRF-50902,CUST-1137,CUST-1125,2291.36,AED,SUCCESS,P2P,PROPERTY,2026-06-18 06:48:21
TRF-50903,CUST-1124,CUST-1299,9453.2,AED,SUCCESS,P2P,SALARY,2026-06-15 20:36:21
TRF-50904,CUST-1018,CUST-1076,3450.71,AED,SUCCESS,P2P,GIFT,2026-06-16 03:59:21
TRF-50905,CUST-1184,EXT-IBAN-371,23989.65,AED,SUCCESS,IBAN,GIFT,2026-06-17 06:45:21
TRF-50906,CUST-1288,CUST-1282,19897.03,AED,SUCCESS,P2P,SALARY,2026-06-17 11:34:21
TRF-50907,CUST-1166,CUST-1214,22061.54,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-30 08:59:21
TRF-50908,CUST-1121,CUST-1277,18988.0,AED,SUCCESS,P2P,RENT,2026-06-21 02:28:21
TRF-50909,CUST-1180,EXT-IBAN-670,180.91,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-30 14:32:21
TRF-50910,CUST-1170,EXT-IBAN-694,29087.28,AED,SUCCESS,IBAN,SALARY,2026-06-04 00:56:21
TRF-50911,CUST-1255,CUST-1255,16191.06,AED,INITIATED,P2P,SPLIT_BILL,2026-06-12 18:44:21
TRF-50912,CUST-1070,CUST-1118,25741.88,AED,SUCCESS,P2P,PROPERTY,2026-06-19 07:47:21
TRF-50913,CUST-1210,CUST-1134,15610.48,AED,INITIATED,P2P,SALARY,2026-06-24 00:01:21
TRF-50914,CUST-1193,EXT-IBAN-679,29492.37,AED,SUCCESS,IBAN,RENT,2026-06-13 13:58:21
TRF-50915,CUST-1094,CUST-1094,16948.8,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-12 10:16:21
TRF-50916,CUST-1234,EXT-IBAN-206,1161.93,AED,INITIATED,IBAN,RENT,2026-06-04 08:46:21
TRF-50917,CUST-1055,CUST-1174,1721.72,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-24 10:05:21
TRF-50918,CUST-1223,CUST-1234,26826.7,AED,SUCCESS,P2P,RENT,2026-06-07 14:33:21
TRF-50919,CUST-1099,CUST-1282,22659.53,AED,SUCCESS,P2P,PROPERTY,2026-06-20 19:13:21
TRF-50920,CUST-1295,CUST-1080,23506.74,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-19 11:49:21
TRF-50921,CUST-1012,EXT-IBAN-329,4830.48,AED,SUCCESS,IBAN,GIFT,2026-06-15 04:36:21
TRF-50922,CUST-1261,CUST-1074,13925.87,AED,FAILED,P2P,SPLIT_BILL,2026-06-12 21:49:21
TRF-50923,CUST-1146,CUST-1161,9758.31,AED,FAILED,P2P,PROPERTY,2026-06-11 08:55:21
TRF-50924,CUST-1085,EXT-IBAN-908,28009.29,AED,SUCCESS,IBAN,RENT,2026-06-19 00:47:21
TRF-50925,CUST-1013,CUST-1265,29426.48,AED,SUCCESS,P2P,RENT,2026-06-17 20:47:21
TRF-50926,CUST-1132,CUST-1149,12601.63,AED,SUCCESS,P2P,PROPERTY,2026-06-12 03:21:21
TRF-50927,,EXT-IBAN-602,17057.65,AED,INITIATED,IBAN,GIFT,2026-06-24 00:55:21
TRF-50928,CUST-1079,EXT-IBAN-550,7749.24,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-10 22:17:21
TRF-50929,CUST-1281,CUST-1231,7555.72,AED,SUCCESS,P2P,PROPERTY,2026-05-29 07:01:21
TRF-50930,,EXT-IBAN-114,20921.49,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-26 14:36:21
TRF-50931,CUST-1234,EXT-IBAN-579,1633.09,AED,SUCCESS,IBAN,GIFT,2026-06-23 18:02:21
TRF-50932,CUST-1279,EXT-IBAN-256,11996.62,AED,SUCCESS,IBAN,PROPERTY,2026-06-23 14:47:21
TRF-50933,CUST-1036,CUST-1205,22688.89,AED,SUCCESS,P2P,GIFT,2026-06-05 14:03:21
TRF-50934,CUST-1100,CUST-1174,2282.23,AED,SUCCESS,P2P,RENT,2026-06-23 12:23:21
TRF-50935,CUST-1203,EXT-IBAN-846,366.71,AED,SUCCESS,IBAN,GIFT,2026-06-23 09:48:21
TRF-50936,CUST-1156,EXT-IBAN-487,29083.95,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-21 11:49:21
TRF-50937,CUST-1298,CUST-1238,26932.13,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-06 04:59:21
TRF-50938,CUST-1191,EXT-IBAN-343,8138.21,AED,SUCCESS,IBAN,GIFT,2026-05-29 07:41:21
TRF-50939,CUST-1133,CUST-1284,15692.87,AED,SUCCESS,P2P,SALARY,2026-06-02 10:37:21
TRF-50940,CUST-1204,CUST-1263,26957.44,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-16 00:28:21
TRF-50941,CUST-1052,EXT-IBAN-764,1691.68,AED,SUCCESS,IBAN,GIFT,2026-06-23 00:50:21
TRF-50942,CUST-1280,CUST-1217,21973.68,AED,SUCCESS,P2P,RENT,2026-05-29 02:42:21
TRF-50943,CUST-1211,CUST-1150,1658.57,AED,SUCCESS,P2P,GIFT,2026-06-12 19:27:21
TRF-50944,CUST-1240,CUST-1026,3228.75,AED,SUCCESS,P2P,SALARY,2026-06-21 20:59:21
TRF-50945,CUST-1190,CUST-1006,10473.07,AED,SUCCESS,P2P,PROPERTY,2026-06-16 14:12:21
TRF-50946,CUST-1016,CUST-1089,29693.23,AED,SUCCESS,P2P,PROPERTY,2026-06-08 06:12:21
TRF-50947,CUST-1242,EXT-IBAN-473,13848.34,AED,INITIATED,IBAN,SALARY,2026-06-19 19:18:21
TRF-50948,CUST-1117,EXT-IBAN-755,12696.72,AED,SUCCESS,IBAN,SALARY,2026-06-19 10:26:21
TRF-50949,CUST-1085,EXT-IBAN-360,11538.16,AED,INITIATED,IBAN,SALARY,2026-06-21 11:52:21
TRF-50950,CUST-1084,EXT-IBAN-785,2547.25,AED,SUCCESS,IBAN,GIFT,2026-06-13 06:15:21
TRF-50951,CUST-1149,CUST-1225,23810.69,AED,INITIATED,P2P,SPLIT_BILL,2026-06-10 09:50:21
TRF-50952,CUST-1234,CUST-1122,29499.81,AED,REVERSED,P2P,FAMILY_SUPPORT,2026-06-20 03:32:21
TRF-50953,CUST-1202,EXT-IBAN-915,23154.82,AED,INITIATED,IBAN,PROPERTY,2026-06-14 23:55:21
TRF-50954,CUST-1002,CUST-1192,9640.91,AED,SUCCESS,P2P,GIFT,2026-05-27 15:50:21
TRF-50955,CUST-1023,EXT-IBAN-408,15652.9,AED,SUCCESS,IBAN,SALARY,2026-06-24 16:03:21
TRF-50956,CUST-1139,CUST-1140,1094.06,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-16 19:48:21
TRF-50957,CUST-1205,EXT-IBAN-615,22047.42,AED,INITIATED,IBAN,SPLIT_BILL,2026-06-16 22:03:21
TRF-50958,CUST-1013,EXT-IBAN-438,17347.89,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-01 08:43:21
TRF-50959,CUST-1124,EXT-IBAN-883,29221.73,AED,FAILED,IBAN,PROPERTY,2026-06-23 13:50:21
TRF-50960,CUST-1029,CUST-1046,15566.44,AED,INITIATED,P2P,GIFT,2026-05-27 09:44:21
TRF-50961,CUST-1217,EXT-IBAN-520,18310.16,AED,INITIATED,IBAN,SALARY,2026-06-20 10:36:21
TRF-50962,CUST-1039,CUST-1084,24811.25,AED,SUCCESS,P2P,GIFT,2026-06-19 05:05:21
TRF-50963,CUST-1232,CUST-1026,5996.86,AED,SUCCESS,P2P,SALARY,2026-06-01 05:15:21
TRF-50964,CUST-1079,CUST-1020,25759.86,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-12 08:29:21
TRF-50965,,EXT-IBAN-778,25554.29,AED,SUCCESS,IBAN,PROPERTY,2026-05-29 11:57:21
TRF-50966,CUST-1280,EXT-IBAN-910,21561.94,AED,SUCCESS,IBAN,GIFT,2026-06-14 08:18:21
TRF-50967,CUST-1130,EXT-IBAN-581,16217.98,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-06 23:07:21
TRF-50968,CUST-1298,EXT-IBAN-278,13697.23,AED,SUCCESS,IBAN,RENT,2026-05-27 15:42:21
TRF-50969,CUST-1242,EXT-IBAN-798,26393.39,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-12 18:25:21
TRF-50970,CUST-1255,EXT-IBAN-287,1470.21,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-28 18:22:21
TRF-50971,CUST-1228,CUST-1216,25175.83,AED,SUCCESS,P2P,PROPERTY,2026-06-17 20:49:21
TRF-50972,CUST-1277,EXT-IBAN-703,28224.21,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-31 13:09:21
TRF-50973,CUST-1150,EXT-IBAN-562,7106.22,AED,SUCCESS,IBAN,GIFT,2026-05-27 07:10:21
TRF-50974,CUST-1109,CUST-1297,26721.11,AED,SUCCESS,P2P,SALARY,2026-06-18 07:25:21
TRF-50975,CUST-1232,EXT-IBAN-286,29731.84,AED,INITIATED,IBAN,PROPERTY,2026-06-01 19:29:21
TRF-50976,CUST-1264,EXT-IBAN-355,3370.85,AED,SUCCESS,IBAN,PROPERTY,2026-06-01 14:14:21
TRF-50977,CUST-1124,EXT-IBAN-590,23660.3,AED,SUCCESS,IBAN,RENT,2026-06-25 03:10:21
TRF-50978,CUST-1209,CUST-1184,12091.78,AED,FAILED,P2P,FAMILY_SUPPORT,2026-06-09 17:33:21
TRF-50979,CUST-1238,CUST-1031,12595.62,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-18 19:00:21
TRF-50980,CUST-1052,EXT-IBAN-337,3983.02,AED,SUCCESS,IBAN,RENT,2026-06-13 06:12:21
TRF-50981,CUST-1127,EXT-IBAN-347,25118.05,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-05-27 06:08:21
TRF-50982,CUST-1274,EXT-IBAN-169,19478.57,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-18 06:08:21
TRF-50983,CUST-1096,EXT-IBAN-528,24004.03,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-13 00:06:21
TRF-50984,CUST-1007,CUST-1278,25430.71,AED,SUCCESS,P2P,RENT,2026-05-30 07:10:21
TRF-50985,CUST-1213,CUST-1202,20923.79,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-24 02:47:21
TRF-50986,CUST-1205,EXT-IBAN-625,10641.5,AED,SUCCESS,IBAN,SALARY,2026-06-08 11:28:21
TRF-50987,CUST-1014,CUST-1267,25642.71,AED,INITIATED,P2P,PROPERTY,2026-06-04 11:06:21
TRF-50988,CUST-1087,CUST-1038,15723.18,AED,SUCCESS,P2P,RENT,2026-06-17 06:54:21
TRF-50989,CUST-1139,CUST-1161,27674.16,AED,SUCCESS,P2P,PROPERTY,2026-06-07 13:26:21
TRF-50990,CUST-1256,CUST-1274,29806.39,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-25 00:56:21
TRF-50991,CUST-1078,CUST-1168,2423.31,AED,SUCCESS,P2P,SALARY,2026-06-23 13:26:21
TRF-50992,CUST-1085,EXT-IBAN-193,4822.3,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-20 05:42:21
TRF-50993,CUST-1223,EXT-IBAN-635,3846.94,AED,SUCCESS,IBAN,SALARY,2026-06-01 23:53:21
TRF-50994,CUST-1218,EXT-IBAN-239,21087.58,AED,REVERSED,IBAN,SPLIT_BILL,2026-06-25 03:10:21
TRF-50995,CUST-1236,CUST-1270,29447.64,AED,FAILED,P2P,FAMILY_SUPPORT,2026-06-21 06:55:21
TRF-50996,CUST-1287,EXT-IBAN-559,8095.7,AED,SUCCESS,IBAN,SALARY,2026-06-16 21:23:21
TRF-50997,CUST-1116,CUST-1274,-1,AED,WEIRD,P2P,SALARY,2026-06-03 00:44:21
TRF-50998,CUST-1124,EXT-IBAN-591,12787.22,AED,SUCCESS,IBAN,SALARY,2026-06-10 19:57:21
TRF-50999,CUST-1018,EXT-IBAN-611,9951.22,AED,SUCCESS,IBAN,PROPERTY,2026-06-10 08:55:21
TRF-51000,CUST-1031,EXT-IBAN-323,23289.68,AED,SUCCESS,IBAN,SALARY,2026-06-13 23:39:21
TRF-51001,CUST-1281,CUST-1087,27737.81,AED,SUCCESS,P2P,GIFT,2026-06-21 12:52:21
TRF-51002,CUST-1021,CUST-1130,29130.21,AED,SUCCESS,P2P,SPLIT_BILL,2026-05-30 02:08:21
TRF-51003,CUST-1114,EXT-IBAN-633,23883.13,AED,SUCCESS,IBAN,SALARY,2026-06-24 05:54:21
TRF-51004,CUST-1212,CUST-1053,16759.63,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-02 14:06:21
TRF-51005,CUST-1146,EXT-IBAN-752,19365.46,AED,SUCCESS,IBAN,PROPERTY,2026-06-24 02:38:21
TRF-51006,CUST-1005,EXT-IBAN-489,28962.18,AED,SUCCESS,IBAN,SALARY,2026-06-10 19:35:21
TRF-51007,CUST-1220,EXT-IBAN-864,6886.51,AED,SUCCESS,IBAN,SALARY,2026-05-29 15:34:21
TRF-51008,CUST-1145,CUST-1083,9942.32,AED,SUCCESS,P2P,RENT,2026-06-15 10:13:21
TRF-51009,CUST-1005,EXT-IBAN-129,12726.06,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-16 22:53:21
TRF-51010,CUST-1298,EXT-IBAN-420,20340.8,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-07 03:31:21
TRF-51011,CUST-1211,CUST-1249,16677.0,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-14 21:46:21
TRF-51012,CUST-1115,CUST-1024,7385.92,AED,SUCCESS,P2P,GIFT,2026-06-07 12:15:21
TRF-51013,CUST-1255,CUST-1258,22788.24,AED,SUCCESS,P2P,PROPERTY,2026-06-02 21:34:21
TRF-51014,CUST-1281,EXT-IBAN-534,9648.03,AED,SUCCESS,IBAN,GIFT,2026-06-15 00:01:21
TRF-51015,CUST-1187,CUST-1059,6240.85,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-23 03:58:21
TRF-51016,CUST-1066,EXT-IBAN-121,13523.06,AED,SUCCESS,IBAN,PROPERTY,2026-06-24 10:58:21
TRF-51017,CUST-1195,CUST-1163,12973.23,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-21 08:58:21
TRF-51018,CUST-1253,EXT-IBAN-461,10330.63,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-05 19:11:21
TRF-51019,CUST-1165,CUST-1175,7237.72,AED,SUCCESS,P2P,RENT,2026-06-04 20:00:21
TRF-51020,CUST-1058,CUST-1226,10968.27,AED,SUCCESS,P2P,GIFT,2026-06-18 21:37:21
TRF-51021,CUST-1160,EXT-IBAN-264,25604.55,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-29 21:45:21
TRF-51022,CUST-1271,CUST-1232,15043.68,AED,REVERSED,P2P,GIFT,2026-06-14 19:08:21
TRF-51023,CUST-1034,EXT-IBAN-198,21307.48,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-20 01:55:21
TRF-51024,CUST-1151,EXT-IBAN-603,9624.1,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-30 10:10:21
TRF-51025,CUST-1197,CUST-1242,26457.15,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-21 04:02:21
TRF-51026,CUST-1029,CUST-1153,21877.02,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-06-05 16:30:21
TRF-51027,CUST-1145,CUST-1086,8607.64,AED,FAILED,P2P,SALARY,2026-06-14 09:07:21
TRF-51028,CUST-1119,CUST-1223,25073.12,AED,SUCCESS,P2P,PROPERTY,2026-06-13 07:18:21
TRF-51029,CUST-1282,CUST-1045,10882.84,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-05-30 18:27:21
TRF-51030,CUST-1290,EXT-IBAN-696,855.94,AED,SUCCESS,IBAN,PROPERTY,2026-05-30 17:40:21
TRF-51031,CUST-1121,CUST-1069,9781.28,AED,SUCCESS,P2P,GIFT,2026-06-20 21:59:21
TRF-51032,CUST-1104,CUST-1058,22243.38,AED,FAILED,P2P,FAMILY_SUPPORT,2026-06-12 07:05:21
TRF-51033,CUST-1035,EXT-IBAN-584,18044.76,AED,INITIATED,IBAN,PROPERTY,2026-06-24 22:05:21
TRF-51034,CUST-1218,CUST-1236,2661.17,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-28 11:24:21
TRF-51035,CUST-1059,CUST-1059,23209.5,AED,SUCCESS,P2P,GIFT,2026-05-31 17:36:21
TRF-51036,CUST-1042,CUST-1257,1231.03,AED,SUCCESS,P2P,PROPERTY,2026-05-26 19:32:21
TRF-51037,CUST-1269,CUST-1083,1569.64,AED,SUCCESS,P2P,SALARY,2026-06-21 01:11:21
TRF-51038,CUST-1194,CUST-1296,9095.46,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-31 05:10:21
TRF-51039,CUST-1018,CUST-1294,2149.6,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-08 20:32:21
TRF-51040,CUST-1226,CUST-1048,7043.46,AED,SUCCESS,P2P,SALARY,2026-06-22 20:21:21
TRF-51041,CUST-1035,CUST-1153,2598.03,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-06-04 07:29:21
TRF-51042,CUST-1259,CUST-1058,14400.05,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-10 23:50:21
TRF-51043,CUST-1122,CUST-1057,23462.56,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-01 11:28:21
TRF-51044,CUST-1188,EXT-IBAN-706,28746.58,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-11 15:42:21
TRF-51045,CUST-1200,EXT-IBAN-888,24799.97,AED,SUCCESS,IBAN,RENT,2026-06-21 21:06:21
TRF-51046,CUST-1235,CUST-1183,2303.49,AED,SUCCESS,P2P,SALARY,2026-06-23 20:00:21
TRF-51047,CUST-1100,EXT-IBAN-126,28792.45,AED,SUCCESS,IBAN,SALARY,2026-06-10 13:30:21
TRF-51048,CUST-1225,CUST-1161,29132.78,AED,SUCCESS,P2P,PROPERTY,2026-06-14 03:22:21
TRF-51049,CUST-1217,CUST-1030,13876.62,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-16 22:29:21
TRF-51050,CUST-1203,EXT-IBAN-512,18157.65,AED,FAILED,IBAN,FAMILY_SUPPORT,2026-06-18 23:56:21
TRF-51051,CUST-1236,CUST-1111,14819.91,AED,FAILED,P2P,SALARY,2026-06-14 22:05:21
TRF-51052,CUST-1296,CUST-1013,27396.49,AED,SUCCESS,P2P,SALARY,2026-06-06 23:30:21
TRF-51053,CUST-1127,EXT-IBAN-302,8982.42,AED,SUCCESS,IBAN,RENT,2026-06-02 19:17:21
TRF-51054,CUST-1146,EXT-IBAN-400,16274.25,AED,SUCCESS,IBAN,PROPERTY,2026-06-01 08:10:21
TRF-51055,CUST-1239,CUST-1124,21979.64,AED,SUCCESS,P2P,RENT,2026-06-19 03:50:21
TRF-51056,CUST-1072,EXT-IBAN-654,16534.77,AED,SUCCESS,IBAN,SALARY,2026-05-30 20:49:21
TRF-51057,CUST-1057,EXT-IBAN-991,23090.41,AED,SUCCESS,IBAN,RENT,2026-05-26 16:56:21
TRF-51058,CUST-1265,CUST-1159,23359.65,AED,SUCCESS,P2P,RENT,2026-06-23 20:47:21
TRF-51059,CUST-1250,CUST-1280,26347.13,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-11 03:57:21
TRF-51060,CUST-1008,CUST-1272,20860.97,AED,SUCCESS,P2P,SPLIT_BILL,2026-05-26 08:28:21
TRF-51061,CUST-1215,EXT-IBAN-523,8240.43,AED,SUCCESS,IBAN,SALARY,2026-05-31 10:34:21
TRF-51062,CUST-1201,EXT-IBAN-200,23013.38,AED,SUCCESS,IBAN,GIFT,2026-06-08 10:57:21
TRF-51063,CUST-1170,CUST-1234,5101.28,AED,SUCCESS,P2P,RENT,2026-06-07 19:06:21
TRF-51064,CUST-1183,CUST-1133,195.88,AED,SUCCESS,P2P,GIFT,2026-06-01 21:39:21
TRF-51065,CUST-1040,EXT-IBAN-359,5388.97,AED,SUCCESS,IBAN,SALARY,2026-06-02 18:56:21
TRF-51066,CUST-1035,CUST-1194,16193.5,AED,SUCCESS,P2P,GIFT,2026-06-18 18:12:21
TRF-51067,CUST-1192,CUST-1101,15516.09,AED,SUCCESS,P2P,RENT,2026-06-13 03:58:21
TRF-51068,CUST-1174,CUST-1170,18936.25,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-18 00:37:21
TRF-51069,CUST-1256,CUST-1203,11424.26,AED,FAILED,P2P,SPLIT_BILL,2026-06-14 08:55:21
TRF-51070,CUST-1231,CUST-1255,8044.18,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-03 14:04:21
TRF-51071,CUST-1161,EXT-IBAN-747,10171.98,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-12 14:33:21
TRF-51072,CUST-1004,EXT-IBAN-129,258.01,AED,SUCCESS,IBAN,GIFT,2026-06-13 10:04:21
TRF-51073,CUST-1070,EXT-IBAN-758,23274.32,AED,SUCCESS,IBAN,PROPERTY,2026-06-24 02:18:21
TRF-51074,CUST-1064,EXT-IBAN-373,19566.41,AED,FAILED,IBAN,RENT,2026-06-01 09:03:21
TRF-51075,CUST-1271,CUST-1199,11061.13,AED,SUCCESS,P2P,PROPERTY,2026-05-28 15:42:21
TRF-51076,CUST-1299,EXT-IBAN-121,929.83,AED,FAILED,IBAN,PROPERTY,2026-06-02 04:59:21
TRF-51077,CUST-1184,EXT-IBAN-799,3449.38,AED,SUCCESS,IBAN,RENT,2026-06-16 23:39:21
TRF-51078,CUST-1009,EXT-IBAN-976,24496.58,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-24 11:27:21
TRF-51079,CUST-1237,CUST-1242,20746.27,AED,SUCCESS,P2P,RENT,2026-06-07 02:23:21
TRF-51080,CUST-1295,EXT-IBAN-829,21309.23,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-24 12:10:21
TRF-51081,CUST-1145,EXT-IBAN-361,11646.58,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-11 16:18:21
TRF-51082,CUST-1181,CUST-1243,3956.4,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-19 00:39:21
TRF-51083,CUST-1212,CUST-1057,22287.45,AED,FAILED,P2P,GIFT,2026-05-30 02:49:21
TRF-51084,CUST-1138,EXT-IBAN-309,17419.75,AED,SUCCESS,IBAN,SALARY,2026-06-02 11:49:21
TRF-51085,CUST-1160,CUST-1119,24492.63,AED,FAILED,P2P,FAMILY_SUPPORT,2026-06-04 03:20:21
TRF-51086,CUST-1142,CUST-1216,15455.89,AED,SUCCESS,P2P,SALARY,2026-06-06 19:15:21
TRF-51087,CUST-1046,CUST-1027,13980.44,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-17 06:22:21
TRF-51088,CUST-1172,EXT-IBAN-751,28563.56,AED,FAILED,IBAN,SALARY,2026-05-28 13:35:21
TRF-51089,CUST-1289,EXT-IBAN-994,8491.16,AED,INITIATED,IBAN,SPLIT_BILL,2026-06-20 21:18:21
TRF-51090,CUST-1179,CUST-1160,23625.91,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-01 01:41:21
TRF-51091,CUST-1273,EXT-IBAN-273,21402.61,AED,SUCCESS,IBAN,SALARY,2026-06-12 17:09:21
TRF-51092,CUST-1024,CUST-1106,12465.95,AED,SUCCESS,P2P,RENT,2026-06-05 12:52:21
TRF-51093,CUST-1241,EXT-IBAN-828,2529.49,AED,SUCCESS,IBAN,PROPERTY,2026-06-19 23:23:21
TRF-51094,CUST-1239,CUST-1268,20270.32,AED,SUCCESS,P2P,PROPERTY,2026-06-10 15:35:21
TRF-51095,CUST-1295,CUST-1249,29665.92,AED,SUCCESS,P2P,GIFT,2026-06-17 11:34:21
TRF-51096,CUST-1130,EXT-IBAN-363,19506.59,AED,SUCCESS,IBAN,PROPERTY,2026-06-03 02:19:21
TRF-51097,CUST-1295,CUST-1030,24017.32,AED,SUCCESS,P2P,SALARY,2026-06-01 13:38:21
TRF-51098,CUST-1264,EXT-IBAN-317,25746.46,AED,REVERSED,IBAN,SPLIT_BILL,2026-06-14 11:24:21
TRF-51099,CUST-1254,CUST-1123,20089.71,AED,SUCCESS,P2P,PROPERTY,2026-06-24 03:18:21
TRF-51100,CUST-1002,EXT-IBAN-569,16831.51,AED,SUCCESS,IBAN,SALARY,2026-06-04 02:32:21
TRF-51101,CUST-1171,CUST-1088,4746.88,AED,FAILED,P2P,SALARY,2026-06-07 04:17:21
TRF-51102,CUST-1083,CUST-1281,12215.06,AED,SUCCESS,P2P,PROPERTY,2026-06-03 07:29:21
TRF-51103,CUST-1207,EXT-IBAN-781,634.88,AED,SUCCESS,IBAN,RENT,2026-06-11 12:21:21
TRF-51104,CUST-1110,CUST-1281,19415.29,AED,SUCCESS,P2P,RENT,2026-06-18 02:00:21
TRF-51105,CUST-1271,EXT-IBAN-512,3297.1,AED,FAILED,IBAN,GIFT,2026-06-16 22:25:21
TRF-51106,CUST-1004,CUST-1241,22490.43,AED,SUCCESS,P2P,RENT,2026-06-18 22:02:21
TRF-51107,CUST-1266,CUST-1249,15855.51,AED,SUCCESS,P2P,SALARY,2026-06-04 04:55:21
TRF-51108,CUST-1296,EXT-IBAN-869,1145.7,AED,FAILED,IBAN,SALARY,2026-06-06 15:24:21
TRF-51109,CUST-1258,CUST-1139,4678.79,AED,INITIATED,P2P,SALARY,2026-05-27 12:33:21
TRF-51110,CUST-1225,EXT-IBAN-653,28019.4,AED,SUCCESS,IBAN,PROPERTY,2026-05-30 10:03:21
TRF-51111,CUST-1146,CUST-1243,8107.19,AED,SUCCESS,P2P,RENT,2026-06-14 20:38:21
TRF-51112,CUST-1241,CUST-1218,20325.6,AED,SUCCESS,P2P,PROPERTY,2026-06-22 20:40:21
TRF-51113,CUST-1138,CUST-1228,17342.97,AED,SUCCESS,P2P,GIFT,2026-06-16 09:12:21
TRF-51114,CUST-1067,EXT-IBAN-883,1877.25,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-20 19:30:21
TRF-51115,CUST-1110,CUST-1029,22308.59,AED,INITIATED,P2P,SPLIT_BILL,2026-05-26 17:13:21
TRF-51116,CUST-1114,EXT-IBAN-553,18373.04,AED,FAILED,IBAN,GIFT,2026-06-11 12:49:21
TRF-51117,CUST-1132,EXT-IBAN-871,1224.71,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-05 12:29:21
TRF-51118,CUST-1175,EXT-IBAN-627,4497.14,AED,SUCCESS,IBAN,RENT,2026-06-18 14:19:21
